Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_2	39	0:02:58.450000	0:00:01.440000	सारी फॉर डिस्टरबेंस।	humor	Dilruba,u38a
Scene_2	40	0:03:02.290000	0:00:01.280000	जाओ मिम लो।	non-humor	Dilruba,u38a
Scene_2	41	0:03:04.170000	0:00:02.160000	बाटो आपस में सुख दुख की बातें।	humor	Dilruba,u38a
Scene_2	42a	0:03:06.650000	0:00:01.053333	चलो जाओ।	non-humor	Dilruba,u38a
Scene_2	42b	0:03:07.753333	0:00:02.056667	आपको कोई परेशानी नहीं?	non-humor	Keshu,u42a
Scene_2	43	0:03:10.170000	0:00:01.160000	मी वाय?	non-humor	Dilruba,u42b
Scene_2	44	0:03:12.210000	0:00:01.360000	मैं भी थोड़ी ना अपने  घर जा रहा हूँ। या	humor	Dilruba,u42b
Scene_2	45	0:03:14.650000	0:00:01	बाय।	non-humor	Dilruba,u42b
						
Scene_3	46a	0:03:25.370000	0:00:00.780000	केशू जी आप।	non-humor	Prema,u-
Scene_3	46b	0:03:26.200000	0:00:01.770000	हैलो, प्रेमा जी।	non-humor	Keshu,u46a
Scene_3	47a	0:03:28.450000	0:00:01.200000	हाउ आर यू, प्रेमा जी?	humor	Keshu,u46a
Scene_3	47b	0:03:29.700000	0:00:01.390000	आई एम नॉट गुड औट ऑल	non-humor	Prema,u47a
Scene_3	48	0:03:31.130000	0:00:01.800000	केशू जी। बट थैंक्यू फॉर आस्किंग।	non-humor	Prema,u47a
Scene_3	49	0:03:33.010000	0:00:01.120000	क्यों?	non-humor	Keshu,u48
Scene_3	50	0:03:34.730000	0:00:01	केशू जी	non-humor	Prema,u49
Scene_3	51	0:03:37.330000	0:00:01.680000	अगर मुझे खाना नहीं मिला ना	non-humor	Prema,u49
Scene_3	52	0:03:39.330000	0:00:01.920000	तो मैं भूख के मारे पागल हो जाऊंगी।	non-humor	Prema,u49
Scene_3	53	0:03:41.490000	0:00:02.560000	नहीं नहींनहींनहीं, प्रेमा जी .. आप पागल मत होना	non-humor	Keshu,u52
Scene_3	54	0:03:44.170000	0:00:01.480000	वरना, मैं पागल हो जाऊंगा।	humor	Keshu,u52
Scene_3	55	0:03:49.890000	0:00:01	आईडिया!	non-humor	Keshu,u52
Scene_3	56	0:03:51.850000	0:00:03.040000	मैं ऐसा करता हूं आपके लिए खाने का इंतजाम करता हूं।	non-humor	Keshu,u52
Scene_3	57	0:03:55.730000	0:00:01.120000	रीयलि?	non-humor	Prema,u56
Scene_3	58	0:04:00.010000	0:00:01.040000	प्रेमा जी	non-humor	Keshu,u57
Scene_3	59	0:04:01.330000	0:00:01.760000	एनी स्पेशल डिश?	non-humor	Keshu,u57
Scene_3	60	0:04:04.410000	0:00:01.720000	वाटएवर यू विश।	non-humor	Prema,u59
Scene_3	61	0:04:07.370000	0:00:01.520000	वाटएवर आई विश?	humor	Keshu,u60
Scene_3	62	0:04:10.770000	0:00:01.960000	देन, आई विल गेट यू सम फिश।	humor	Keshu,u60
Scene_3	63	0:04:16.130000	0:00:01.960000	केशू जी, जल्दी आना।	non-humor	Prema,u62
Scene_3	64	0:04:18.970000	0:00:02.240000	केशू जी .. अगर फिश ना मिले ना	non-humor	Prema,u62
Scene_3	65	0:04:21.810000	0:00:02.120000	तो मूंगफली लाना। कुछ भी ले आना।	non-humor	Prema,u62
Scene_3	66a	0:04:24.170000	0:00:00.828000	लेकिन जल्दी आना।	humor	Prema,u62
Scene_3	66b	0:04:25.048000	0:00:01.882000	डोन्ट यू वरी।	non-humor	Keshu,u66
						
Scene_4	67a	0:04:38.170000	0:00:01.100000	कोटि', 'रोकी' ..	humor	Keshu,u-
Scene_4	67b	0:04:39.320000	0:00:00.850000	क्या?	non-humor	Koki,u67a
Scene_4	68a	0:04:42.330000	0:00:00.864000	कोटि', 'रोकी' ..	humor	Keshu,u67b
Scene_4	68b	0:04:43.244000	0:00:01.246000	केशू ।।	non-humor	Koki,u68a
Scene_4	69	0:04:45.290000	0:00:01.320000	अरे, कौन है?	non-humor	Keshu,u68b
Scene_4	70	0:04:47.450000	0:00:01.640000	अरे जो भी है, रोटी।	humor	Keshu,u68b
Scene_4	71	0:04:50.250000	0:00:01	ला रही हूं ना।	non-humor	Koki,u70
Scene_4	72	0:04:51.650000	0:00:01.240000	रोकी' 'कोटि' क्या है?	humor	Koki,u70
Scene_4	73	0:05:02.130000	0:00:01.760000	चिंटू बेटा, खाना हो गया?	non-humor	Keshu,u-
Scene_4	74a	0:05:04.970000	0:00:00.748000	तो यहाँ क्यों बैठा है?	non-humor	Keshu,u-
Scene_4	74b	0:05:05.768000	0:00:00.962000	मेरा घर है।	humor	Chintu,u74a
Scene_4	75	0:05:09.370000	0:00:02.080000	जा जाके मम्मी को बोल रोटी चाहिए पापा को। जा।	non-humor	Keshu,u74b
Scene_4	76	0:05:12.770000	0:00:01.280000	मम्मी!	non-humor	Chintu,u75
Scene_4	77	0:05:15.050000	0:00:02.400000	उधर जा के बोल। तेरा घर है। जा।	humor	Keshu,u76
Scene_4	78a	0:05:23.050000	0:00:00.373333	म्ममी ..	non-humor	Chintu,u77
Scene_4	78b	0:05:23.473333	0:00:00.376667	हाँ।	non-humor	Koki,u78a
Scene_4	79a	0:05:23.890000	0:00:01.064000	पापा को और रोटियाँ चाहिए।	non-humor	Chintu,u78b
Scene_4	79b	0:05:25.004000	0:00:00.566000	क्या!	non-humor	Koki,u79a
Scene_4	80	0:05:32.690000	0:00:01.040000	केशू	non-humor	Koki,u79a
Scene_4	81a	0:05:34.090000	0:00:00.746667	क्या हुआ?	non-humor	Koki,u79a
Scene_4	81b	0:05:34.886667	0:00:00.803333	मस्त।	humor	Keshu,u81a
Scene_4	82	0:05:36.090000	0:00:02.440000	ए तुपने दोपहर को खाना नहीं खाया था क्या?	non-humor	Koki,u81b
Scene_4	83	0:05:38.930000	0:00:01.480000	नही, खाया था बरोबर खाया था।	non-humor	Keshu,u82
Scene_4	84	0:05:40.570000	0:00:01.640000	तो फिर, ऐसे कैसे भूख लगी तुम्हें?	non-humor	Koki,u83
Scene_4	85a	0:05:42.530000	0:00:01.577143	ये 12 वीं रोटी है तुम्हारी।	humor	Koki,u83
Scene_4	85b	0:05:44.157143	0:00:00.772857	कोकी	non-humor	Keshu,u85a
Scene_4	86	0:05:45.010000	0:00:01.160000	तुम मेरी रोटियां गिन रही हो?	non-humor	Keshu,u85a
Scene_4	87	0:05:46.610000	0:00:03.240000	अरे नहीं नहीं .. मेरे कहने का मतलब ऐसा है केशू कि कहीं तुम्हें ..	non-humor	Koki,u86
Scene_4	88	0:05:49.890000	0:00:03.400000	कोकी, तुम्हारे हाथ का खाना है ही इतना स्वादिष्ट	non-humor	Keshu,u87
Scene_4	89a	0:05:53.410000	0:00:01.122000	कि जी नहीं भरता यू नो।	humor	Keshu,u87
Scene_4	89b	0:05:54.582000	0:00:00.868000	अरे वाह!	non-humor	Koki,u89a
Scene_4	90	0:05:55.570000	0:00:01.720000	मेरे खाने की तारीफ पहली बार।	non-humor	Koki,u89a
Scene_4	91a	0:05:58.170000	0:00:02.895333	कोकी, वो हमारे ऑफिस में मंथली मेडीकल चेकअप होता है ना	non-humor	Keshu,u90
Scene_4	91b	0:06:01.115333	0:00:01.094667	हाँ।	non-humor	Koki,u91a
Scene_4	93	0:06:02.330000	0:00:02.920000	वो डॉक्टर डायना आई थी। वो बड़ी क्रीएटिव डॉक्टर है ना।	non-humor	Keshu,u91b
Scene_4	94	0:06:07.050000	0:00:03.400000	उसने बोला ए केशव कुलकर्णी तुम अंडरवेट छै।	non-humor	Keshu,u91b
Scene_4	95	0:06:10.810000	0:00:01.960000	रोटली वढ़ारेखा वजन वढ़ार।	non-humor	Keshu,u91b
Scene_4	96	0:06:13.450000	0:00:02.040000	केशू, तुम कहीं से अंडरवेट दिख नहीं रहे हो।	humor	Koki,u95
Scene_4	97	0:06:15.530000	0:00:01.600000	बाहर से तो ठीक ठाक लग रहे हो मुझे।	non-humor	Koki,u95
Scene_4	98	0:06:17.250000	0:00:02.480000	नहीं, वो डॉ। डायना ने बोला कि ये अंदर की बात है।	humor	Keshu,u97
Scene_4	99	0:06:20.330000	0:00:02.560000	अंदर से मैं अंडरवेट हूं और बाहर से..	humor	Keshu,u97
Scene_4	100a	0:06:22.930000	0:00:00.880000	बाहर से क्या?	non-humor	Koki,u99
Scene_4	100b	0:06:23.860000	0:00:01.270000	खोखला हूं।	humor	Keshu,u100a
Scene_4	101	0:06:26.410000	0:00:03.040000	अरे जरूर कोई गलतफहमी हुई होगी। डॉ डायना से पूछना	non-humor	Koki,u100b
Scene_4	102	0:06:29.490000	0:00:01.760000	कहीं पेट में वम्स वगैरह तो नहीं हैं ..	humor	Koki,u100b
Scene_4	103	0:06:31.290000	0:00:01.040000	कोकी!	non-humor	Keshu,u102
Scene_4	104	0:06:32.410000	0:00:01.920000	तुम वजन बढ़ाने में मेरी मदद करोगी	non-humor	Keshu,u102
Scene_4	105	0:06:34.370000	0:00:02.760000	या बातें ही करती रहोगी? जाओ जाकर जल्दी रोटियां लेकर आओ।	non-humor	Keshu,u102
Scene_4	106	0:06:37.170000	0:00:02.560000	अरे पर इतनी रोटियां खाओगे, तो पेट फट जाएगा।	humor	Koki,u105
Scene_4	107	0:06:40.650000	0:00:02.280000	कुछ नहीं होगा। मैं बाहर जा के 5 चक्कर लगाउगा	non-humor	Keshu,u106
Scene_4	108	0:06:43.130000	0:00:01.120000	सब हजम हो जाएगा।	non-humor	Keshu,u106
Scene_4	109	0:06:44.450000	0:00:01.040000	तुम जाओ और  रोटियाँ लेकर आओ।	non-humor	Keshu,u106
Scene_4	110a	0:06:45.650000	0:00:00.881778	वरना मैं खोखला हो जाऊंगा।	humor	Keshu,u106
Scene_4	110b	0:06:46.581778	0:00:01.548222	अकु बाई! नहीं न..	non-humor	Koki,u110a
Scene_4	111	0:06:48.290000	0:00:01.040000	खा लो .. मैं अभी लाई।	non-humor	Koki,u110a
Scene_4	112	0:06:50.570000	0:00:01.400000	ए, भाई जा।	non-humor	Keshu,u111
Scene_4	113	0:06:52.450000	0:00:01.120000	रोटी ले कर आ। जल्दी जा।	non-humor	Keshu,u111
Scene_4	114	0:06:55.610000	0:00:01.320000	पापा को वजन बढ़ाना है।	humor	Keshu,u111
						
Scene_5	115	0:07:09.370000	0:00:01.360000	ये मच्छर ना।।	non-humor	Prema,u-
Scene_5	116	0:07:14.970000	0:00:02.840000	सॉरी, केशू जी। सॉरी सॉरी सॉरी सॉरी..	non-humor	Prema,u-
Scene_5	117	0:07:18.810000	0:00:01.080000	आप बैठिए बैठिए।	non-humor	Prema,u-
Scene_5	118	0:07:20.210000	0:00:01.080000	कुछ लाए?	non-humor	Prema,u-
Scene_5	119	0:07:23.530000	0:00:03	प्रेमा जी, सॉरी। फिश  नहीं मिली।	non-humor	Keshu,u118
Scene_5	120	0:07:26.610000	0:00:01.600000	लेकिन रोटी सब्जी है। चलेगा?	non-humor	Keshu,u118
Scene_5	121	0:07:28.250000	0:00:01.040000	क्या!	non-humor	Prema,u120
Scene_5	122	0:07:29.730000	0:00:01.280000	धीरे धीरे..	non-humor	Keshu,u121
Scene_5	123	0:07:31.290000	0:00:01.640000	सब लोग जाग जाएंगे, प्रेमा जी।	non-humor	Keshu,u121
Scene_5	124a	0:07:32.970000	0:00:00.977778	कहाँ है कहाँ है?	non-humor	Prema,u123
Scene_5	124b	0:07:33.997778	0:00:01.172222	मेरी जेब में। आप खाइए।	non-humor	Keshu,u124a
Scene_5	125	0:07:35.370000	0:00:01.040000	जेब से?	non-humor	Prema,u124b
Scene_5	126	0:07:36.450000	0:00:01.720000	आप खाइए। मैं पहरा देता हूं।	humor	Keshu,u125
Scene_5	127	0:07:42.810000	0:00:00.880000	आइये आइये। चलिए।	humor	Prema's supporter,u-
Scene_5	128	0:07:43.730000	0:00:01.840000	मैं कराता हूं ना बात टेंशन मत लिजिए।	non-humor	Prema's supporter,u-
Scene_5	129	0:07:46.210000	0:00:04.040000	प्रेमा जी, ये कुछ पत्रकार लोग हैं। आपका इन्टरव्यू लेना चाहते हैं।	non-humor	Prema's supporter,u-
Scene_5	130	0:07:50.490000	0:00:02.520000	नहीं .. प्रेमा जी बहुत भूखी है।	humor	Keshu,u129
Scene_5	131	0:07:56.290000	0:00:03.280000	मतलब, प्रेमा जी बहुत थकी है। उनको आराम की सख्त जरुरत है।	humor	Keshu,u129
Scene_5	132	0:08:01.650000	0:00:01	मैडम मैडम ।।	non-humor	Reporter male,u131
Scene_5	133	0:08:03.570000	0:00:01.880000	अगर आप हमारे कुछ सवाल का जवाब दे देगी तो	non-humor	Reporter male,u131
Scene_5	134	0:08:05.490000	0:00:01.160000	बड़ी मेहरबानी होगी।	non-humor	Reporter male,u131
Scene_5	135	0:08:13.610000	0:00:01.400000	ठीक है।	non-humor	Keshu,u134
Scene_5	136	0:08:16.090000	0:00:02.080000	मैडम 'हां' या 'ना' में जवाब देगी।	humor	Keshu,u134
Scene_5	137a	0:08:18.210000	0:00:00.328000	चलेगा?	non-humor	Keshu,u134
Scene_5	137b	0:08:18.588000	0:00:01.262000	चलेगा चलेगा चलेगा ..	non-humor	Reporter male,u137a
Scene_5	138	0:08:20.130000	0:00:00.920000	चलो चलो, जल्दी जल्दी।	non-humor	Keshu,u137b
Scene_5	139a	0:08:21.090000	0:00:02.920615	मैडम, क्या आपको सच में इन झोपड़पट्टी वालों से हमदर्दी है	non-humor	Reporter male,u138
Scene_5	139b	0:08:24.060615	0:00:01.549385	कमाल है	non-humor	Keshu,u140a
Scene_5	141	0:08:25.650000	0:00:01.480000	हमदर्दी नहीं होती तो अलशन क्यों करतीं?	non-humor	Keshu,u139
Scene_5	142	0:08:27.170000	0:00:01.760000	आप चुप रहिए। हमें इनसे बात करने दीजिए।	humor	Reporter male,u141
Scene_5	143	0:08:30.850000	0:00:03.440000	मैडम, क्या सच में आपके दिल में झोपड़ पट्टी वासियों के लिए हमदर्दी है?	non-humor	Reporter male,u141
Scene_5	144	0:08:37.130000	0:00:01.800000	ये क्या था? इसका क्या मतलब?	non-humor	Reporter male,u141
Scene_5	145	0:08:40.050000	0:00:00.880000	क्या मतलब, मतलब?	non-humor	Keshu,u144
Scene_5	146	0:08:42.730000	0:00:00.960000	हाँ।	humor	Keshu,u144
Scene_5	147	0:08:44.970000	0:00:01.720000	एक हिचकियां मतलब हां । लिखो।	humor	Keshu,u144
Scene_5	148	0:08:46.730000	0:00:01.160000	अच्छा..	non-humor	Reporter male,u147
Scene_5	149	0:08:48.650000	0:00:04.600000	मैडम, मेरा सवाल है.. आपसे कि	non-humor	Reporter female,u148
Scene_5	150	0:08:53.290000	0:00:03.240000	कहीं आपके इस अनशन के पीछे कोई राजनीतिक उद्देश्य तो नहीं है, क्या आप?	non-humor	Reporter female,u148
Scene_5	151a	0:08:58.250000	0:00:01.357714	अब इसका क्या मतलब है?	non-humor	Reporter female,u148
Scene_5	151b	0:08:59.657714	0:00:01.232286	ना ना।	humor	Keshu,u151a
Scene_5	152a	0:09:01.330000	0:00:01.566000	दो हिचकी मतलब 'ना' है। लिखो लिखो।	humor	Keshu,u151a
Scene_5	152b	0:09:02.946000	0:00:00.704000	अच्छा..	non-humor	Reporter female,u152a
Scene_5	153	0:09:04.210000	0:00:03.120000	मैडम, मेरा अगला सवाल है आपसे.. क्या आप फिल्म लाइन छोड़कर	non-humor	Reporter female,u152a
Scene_5	154	0:09:07.410000	0:00:01.080000	पॉलीटिक्स में जाना चाहती हैं?	non-humor	Reporter female,u152a
Scene_5	155	0:09:10.330000	0:00:00.840000	हाँ।	humor	Keshu,u154
Scene_5	156	0:09:14.570000	0:00:00.920000	ना ना।	humor	Keshu,u154
Scene_5	157	0:09:16.290000	0:00:01.720000	हां .. ना .. 'हां' या 'ना'?	non-humor	Reporter female,u156
Scene_5	158	0:09:18.810000	0:00:02.040000	हा ना दोनों लिखो।लिखो लिखो, जल्दी लिखो।	humor	Keshu,u157
Scene_5	159	0:09:22.050000	0:00:02.080000	अच्छा, मेरा अगला सवाल ।।	non-humor	Reporter female,u158
Scene_5	160	0:09:27.810000	0:00:01.360000	अब इसका क्या मतलब है?	non-humor	Reporter female,u158
Scene_5	161	0:09:33.290000	0:00:02.480000	हाँ। अरे इतना सिंपल है। समझ में नहीं आता?	humor	Keshu,u160
Scene_5	162	0:09:36.050000	0:00:03.640000	जाओ। जाओ। जाओ। विजय, ले जाओ।	humor	Keshu,u160
Scene_5	163	0:09:39.930000	0:00:02.240000	क्या तुम लोग नहीं समझते कि वह क्या कह रही है?	non-humor	Keshu,u160
Scene_5	164	0:09:50.210000	0:00:01.880000	थैंक गॉड गए गए।	non-humor	Keshu,u160
Scene_5	165a	0:09:52.330000	0:00:01.116000	प्रेमा जी, आपका पेट भर गया?	non-humor	Keshu,u160
Scene_5	165b	0:09:53.496000	0:00:02.554000	पेट तो भर गया, केशू जी।	non-humor	Prema,u165a
Scene_5	166	0:09:56.450000	0:00:02.240000	लेकिन डर के मारे  खाने का स्वाद ही नहीं आया।	non-humor	Prema,u165a
Scene_5	167	0:09:58.810000	0:00:02.080000	क्यों? आपको खाना अच्छा नहीं लगा?	non-humor	Keshu,u166
Scene_5	168	0:10:01.170000	0:00:02.160000	अरे नो नो नो, केशू जी। खाना तो अच्छा ही होगा।	non-humor	Prema,u167
Scene_5	169	0:10:03.650000	0:00:03.200000	पर वो क्या है ना, 'रुमाली रोटी' ना मेरे गले में जरा फस सी गई थी।	non-humor	Prema,u167
Scene_5	170	0:10:07.050000	0:00:02.400000	हा। रुमाली रोटी के साथ अक्सर, ऐसा होता है।	non-humor	Keshu,u169
Scene_5	171	0:10:12.090000	0:00:03.160000	रुमाली रोटी'? रुमाली रोटी तो मैं लाया ही नहीं था।	humor	Keshu,u169
Scene_5	172a	0:10:19.810000	0:00:00.680000	ओ!	humor	Keshu,u169
Scene_5	172b	0:10:20.540000	0:00:01.310000	क्या हुआ?	non-humor	Prema,u172a
Scene_5	173a	0:10:23.370000	0:00:01.836000	प्रेमा जी वो 'रुमाली रोटी' नहीं थी।	non-humor	Keshu,u172b
Scene_5	173b	0:10:25.256000	0:00:00.834000	तो?	non-humor	Prema,u173a
Scene_5	174a	0:10:26.610000	0:00:01.344000	वो मेरा रुमाल था।	humor	Keshu,u173b
Scene_5	174b	0:10:28.004000	0:00:00.846000	आ!	non-humor	Prema,u174
						
Scene_6	175	0:10:35.010000	0:00:02.480000	गजोधर भइया, अच्छे से गिन के रखना।	non-humor	Koki,u-
Scene_6	176	0:10:37.530000	0:00:02.760000	पिछली बार चिंटू के पापा की एक शर्ट गायब थी।	non-humor	Koki,u-b
Scene_6	177	0:10:40.530000	0:00:02.160000	बीबी जी, आपने तो दी ही नहीं थी।	humor	Laundryman,u176
Scene_6	178	0:10:42.730000	0:00:01.920000	अच्छा! झूठ बोल रहे हो।	non-humor	Koki,u177
Scene_6	179	0:10:45.130000	0:00:03.480000	उस दिन अपने बीवी को जो साइकिल पर घुमाने ले गए थे वही शर्ट पहनी थी ना	non-humor	Koki,u177
Scene_6	181a	0:10:50.650000	0:00:00.933333	सॉरी, बीबी जी। सॉरी।	non-humor	Laundryman,u179
Scene_6	181b	0:10:51.633333	0:00:01.016667	कोकी ।।	non-humor	Pinki,u-ab
Scene_6	182	0:10:52.690000	0:00:01.240000	कोकी कोकी कोकी ।।	non-humor	Pinki,u-b
Scene_6	183a	0:10:53.970000	0:00:00.773333	कोकी।	non-humor	Pinki,u-b
Scene_6	183b	0:10:54.793333	0:00:01.496667	क्या हुआ?	non-humor	Koki,u183a
Scene_6	184	0:10:56.370000	0:00:03.600000	कोकी कोकी कोकी, मुझे लगता है ना झोपड़ पट्टी वालों की जीत हो जाएगी।	non-humor	Pinki,u183b
Scene_6	185	0:11:00.010000	0:00:01.240000	अकु बाई! क्यों?	non-humor	Koki,u184
Scene_6	186	0:11:01.450000	0:00:02.200000	अरे आज प्रेमा शालिनी की भूख हड़ताल जारी है	non-humor	Pinki,u185
Scene_6	187a	0:11:03.690000	0:00:00.960000	चौथे दिन भी।	non-humor	Pinki,u185
Scene_6	187b	0:11:04.700000	0:00:01.870000	ओ हो दो दिन रुक जाओ।	non-humor	Koki,u187a
Scene_6	188	0:11:07.250000	0:00:02.240000	भूख से बेजान प्रेमा शालिनी जो है ना	humor	Koki,u187a
Scene_6	189	0:11:09.530000	0:00:01.520000	एकदम सीधे रास्ते पर आ जाएगी	humor	Koki,u187a
Scene_6	190	0:11:11.370000	0:00:03.400000	मुझे तो लगता है ना, प्रेमा शालिनी ने ना कोई टेड़ा रास्ता ही अपना रखा है।	non-humor	Pinki,u189
Scene_6	191a	0:11:14.890000	0:00:00.380000	मतलब?	non-humor	Koki,u190
Scene_6	191b	0:11:15.320000	0:00:04.130000	मतलब ये, कि कोई चोरी छुप्पे उसे खाना खिला रहा है।	humor	Pinki,u191a
Scene_6	193	0:11:19.810000	0:00:05.640000	वरना, एक बात  बता। ये चौथे दिन भी प्रेमा शालिनी के गाल इतने लाल कैसे हैं?	non-humor	Pinki,u191a
Scene_6	195	0:11:26.210000	0:00:01.680000	वह रोज सुबह रोज़ लगाती है।	humor	Koki,u193
Scene_6	196	0:11:28.170000	0:00:01.440000	ऐ रोज लगाती है!	non-humor	Pinki,u195
Scene_6	197	0:11:29.690000	0:00:03.400000	वो रोज़ नहीं, वो झोपड़ पट्टी वालों चूना लगा रही है।	humor	Pinki,u195
Scene_6	198a	0:11:33.130000	0:00:00.648000	क्या मतलब?	non-humor	Koki,u197
Scene_6	198b	0:11:33.828000	0:00:01.462000	बीबी जी!।	non-humor	Laundryman,u198a
Scene_6	199	0:11:35.410000	0:00:01.720000	ये देखो साहब जी की जेब में क्या है!	non-humor	Laundryman,u198a
Scene_6	200a	0:11:37.170000	0:00:00.432000	रुमाल होगा।	non-humor	Koki,u199
Scene_6	200b	0:11:37.652000	0:00:00.958000	रुमाल नहीं।	non-humor	Laundryman,u200a
Scene_6	201a	0:11:38.650000	0:00:01.128000	रोटी है। ये देखो।	non-humor	Laundryman,u200a
Scene_6	201b	0:11:39.828000	0:00:00.702000	क्या!	humor	Koki,u201a
Scene_6	202a	0:11:41.650000	0:00:00.312000	रोटी?	non-humor	Koki,u201a
Scene_6	202b	0:11:42.012000	0:00:00.678000	हाँ।	non-humor	Pinki,u202a
Scene_6	203	0:11:47.010000	0:00:01.960000	केशू!	humor	Koki,u202b
						
Scene_7	204	0:11:51.540000	0:00:01.400000	चिंटू, अच्छे से खाना।	non-humor	Koki,u-
Scene_7	205	0:12:02.180000	0:00:00.920000	खा।	non-humor	Keshu,u-
Scene_7	206	0:12:20.020000	0:00:01.080000	क्या हुआ, केशू?	humor	Koki,u-
Scene_7	207	0:12:22.380000	0:00:04	नहीं कल, तो तुम 14-15 रोटियां खा गए आज, कुछ भी नहीं खा रहे हो।	humor	Koki,u-
