Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_2	90	0:05:15.530000	0:00:01.560000	आज, मैं अपने पति का प्यार	humor	Koki,u89a
Scene_2	91	0:05:17.170000	0:00:01.680000	तीन तीन बार देखुंगी।	humor	Koki,u89a
Scene_2	92a	0:05:19.050000	0:00:00.444000	हैं!	non-humor	Pinki,u91
Scene_2	92b	0:05:19.544000	0:00:00.986000	हाँ..	non-humor	Koki,u92
						
Scene_3	93	0:05:25.610000	0:00:01	प्यारी पुष्पा ।।	non-humor	Keshu,u-
Scene_3	94	0:05:27.130000	0:00:01.240000	प्यारे केशव ।।	humor	Pushpa,u93
Scene_3	95a	0:05:29.450000	0:00:00.768000	प्यारी पुश ।।	non-humor	Keshu,u94
Scene_3	95b	0:05:30.268000	0:00:01.742000	प्यारे केशू ।।	non-humor	Pushpa,u95a
Scene_3	96	0:05:32.570000	0:00:01.680000	प्यारी पु .।	humor	Keshu,u95b
Scene_3	97	0:05:34.650000	0:00:01.680000	प्यारे के ।।	humor	Pushpa,u96
Scene_3	98	0:05:38.410000	0:00:01.240000	आई लव यू, पु।	non-humor	Keshu,u97
Scene_3	99	0:05:39.970000	0:00:01.560000	आई लव यू टू, के।	humor	Pushpa,u98
Scene_3	100	0:05:41.810000	0:00:01.600000	देखा केशू को देखा तुमने।	non-humor	Koki,u-
Scene_3	101	0:05:44.770000	0:00:02.360000	कोकी .. मुझे कुछ दिख नहीं रहा है।	humor	Pinki,u100
Scene_3	102	0:05:47.850000	0:00:02.080000	अरे, ढ़क्कन! ये..	non-humor	Koki,u101
Scene_3	103	0:05:52.810000	0:00:00.880000	ओह ..	non-humor	Pinki,u102
Scene_3	104	0:05:53.770000	0:00:03.360000	पु डार्लिंग, क्लोज योर आइज़। आई हैव अ सरप्राइज।	non-humor	Keshu,u99
Scene_3	105	0:05:57.770000	0:00:00.960000	ओके।	non-humor	Pushpa,u104
Scene_3	106	0:06:00.050000	0:00:03.120000	देखो, पु डार्लिंग, मैं तुम्हारे लिए क्या लाया हूं।	non-humor	Keshu,u105
Scene_3	107	0:06:05.210000	0:00:01.520000	अंगूठी!	humor	Pushpa,u106
Scene_3	108	0:06:07.610000	0:00:03.600000	नो नो नो नो .. ये अंगूठी नहीं है।	humor	Keshu,u107
Scene_3	109	0:06:14.490000	0:00:03.040000	ये इन्गेजमेंट रिंग है।	humor	Keshu,u107
Scene_3	110	0:06:19.610000	0:00:02.280000	ओ तुम्हारी उंगली कितनी मस्त है।	non-humor	Keshu,u107
Scene_3	111	0:06:25.090000	0:00:03.040000	केशू! ये तो बहुत ढीली है।	non-humor	Pushpa,u110
Scene_3	112	0:06:28.450000	0:00:01.320000	ढ़ीली तो होगी, डार्लिंग।	humor	Keshu,u111
Scene_3	113a	0:06:31.770000	0:00:00.914667	कोकी की जो है।	humor	Keshu,u111
Scene_3	113b	0:06:32.734667	0:00:00.995333	ओह ..	humor	Pushpa,u113a
Scene_3	114	0:06:34.490000	0:00:01.440000	देखा?	non-humor	Koki,u113b
Scene_3	115	0:06:36.010000	0:00:02	पिंकी, गई मेरी इन्गेजमेंट रिंग गई।	humor	Koki,u113b
Scene_3	116	0:06:41.450000	0:00:02.240000	ओह! सॉरी। सॉरी, पु।	humor	Keshu,u113b
Scene_3	117	0:06:43.970000	0:00:03.600000	कोकी, मुझे लगता है ना  केशू पा जी ना तेरे गम में पागल हो गए हैं।	humor	Pinki,u115
Scene_3	119	0:06:47.650000	0:00:02.040000	ये केशू पागल नहीं हो गए हैं।	non-humor	Keshu,u118
Scene_3	120	0:06:49.850000	0:00:01.800000	मैं पागल हो गयी हूँ।	humor	Keshu,u118
Scene_3	121a	0:06:52.290000	0:00:00.884571	चलो चलो घर चलते हैं।	non-humor	Pinki,u120
Scene_3	121b	0:06:53.224571	0:00:00.785429	घर नहीं।	non-humor	Koki,u121a
Scene_3	122	0:06:54.210000	0:00:02.760000	अब हम जाएंगे होटल मैज मस्ती	non-humor	Koki,u121a
Scene_3	123	0:06:57.290000	0:00:03.440000	मेरे पति की दूसरी गर्लफ्रेंड को देखने।	humor	Koki,u121a
						
Scene_4	124a	0:07:06.330000	0:00:00.912000	चंचल डार्लिंग ..	non-humor	Keshu,u-
Scene_4	124b	0:07:07.292000	0:00:02.078000	डार्लिंग केशव ।।	humor	Chanchal,u124a
Scene_4	125	0:07:13.770000	0:00:02.640000	चंचल डार्लिंग, आई लव योर लट।	humor	Keshu,u124b
Scene_4	126	0:07:16.730000	0:00:01.440000	हट, केशू।	non-humor	Chanchal,u125
Scene_4	127	0:07:18.290000	0:00:02.240000	चंचल डार्लिंग .. क्लोज योर आइज़।	humor	Keshu,u126
Scene_4	128a	0:07:20.970000	0:00:01.056000	आई हैव सरप्राइज।	non-humor	Keshu,u126
Scene_4	128b	0:07:22.076000	0:00:00.814000	ओके।	non-humor	Chanchal,u128a
Scene_4	129	0:07:23.850000	0:00:02.480000	बताओ, मैं तुम्हारे लिए क्या लाया हूं	non-humor	Keshu,u128b
Scene_4	130	0:07:26.530000	0:00:02.360000	क्या लाए हो? बताओ ना, केशू	non-humor	Chanchal,u129
Scene_4	132	0:07:29.130000	0:00:05.040000	तुम्हारे नाजुक नाजुक हांथों के लिए सोने के कंगन	humor	Keshu,u130
Scene_4	133	0:07:38.490000	0:00:01.800000	सॉरी। वेरी सॉरी।	humor	Keshu,u130
Scene_4	134	0:07:40.970000	0:00:02.040000	आई वाज सो एक्साइटेड!	humor	Chanchal,u133
Scene_4	135	0:07:43.890000	0:00:02.840000	ओह! सो सिलि ऑफ मी!	non-humor	Keshu,u134
Scene_4	136	0:07:46.890000	0:00:01.920000	मुझे लगा तुम्हें कंगन पसंद नहीं आए।	non-humor	Keshu,u134
Scene_4	137a	0:07:48.890000	0:00:01.501714	नो आई जस्ट लव इट।	humor	Chanchal,u136
Scene_4	137b	0:07:50.441714	0:00:01.368286	इज़ इट?	non-humor	Keshu,u137a
Scene_4	138	0:07:52.730000	0:00:03.920000	ये मेरी माँ की और मेरे होने वाले बच्चे की माँ की आखरी निशानी है	humor	Keshu,u137a
Scene_4	140	0:07:57.050000	0:00:01	क्या?	non-humor	Chanchal,u138
Scene_4	141	0:07:58.970000	0:00:02.760000	मतलब इसके लिए मुझे तुम्हारे बच्चे की माँ बनना होगा ?	humor	Chanchal,u138
Scene_4	143	0:08:02.650000	0:00:01.640000	चिंटू भी तुम्हारा ही बच्चा है ना।	non-humor	Keshu,u142
Scene_4	144a	0:08:04.370000	0:00:00.440000	क्या?	non-humor	Chanchal,u143
Scene_4	144b	0:08:04.860000	0:00:02.590000	मतलब, हो जाएगा हो जाएगा, डार्लिंग।	non-humor	Keshu,u144a
Scene_4	145	0:08:07.530000	0:00:02.280000	नहीं बाबा नहीं! मुझे इन सब झंझट में बिलकुल नहीं पड़ना!	humor	Chanchal,u144b
Scene_4	146	0:08:09.890000	0:00:03.040000	वैसे भी, बहुत सारे एलिजीबल बैचलर्स पड़े हुए हैं।	non-humor	Chanchal,u144b
Scene_4	147a	0:08:13.090000	0:00:00.568889	बाय! मैं जा रही हूँ!	non-humor	Chanchal,u144b
Scene_4	147b	0:08:13.708889	0:00:00.981111	सुनो!  सुनो! सुनो! सुनो!	non-humor	Keshu,u147a
Scene_4	148	0:08:14.890000	0:00:01.840000	चिंटू को हम दूर भेज देंगे!	non-humor	Keshu,u147a
Scene_4	149	0:08:17.290000	0:00:01.400000	बहुत दूर!	humor	Keshu,u147a
Scene_4	150	0:08:20.010000	0:00:02.280000	बहुत दूर भेज देंगे बोर्डिंग स्कूल में!	non-humor	Keshu,u147a
Scene_4	151a	0:08:22.370000	0:00:00.490000	हाँ!	non-humor	Chanchal,u150
Scene_4	151b	0:08:22.910000	0:00:01.420000	अब तुम खुश?	non-humor	Keshu,u151a
Scene_4	152a	0:08:24.410000	0:00:00.531429	ओके।	non-humor	Chanchal,u151b
Scene_4	152b	0:08:24.991429	0:00:03.138571	लाओ तुम्हारे नाजुक नाजुक हांथों में	humor	Keshu,u152a
Scene_4	153	0:08:28.370000	0:00:02.440000	मैं अपने हांथों से ये कंगन पहनाता  हूं।	humor	Keshu,u152a
Scene_4	154	0:08:30.890000	0:00:02.560000	ओ कितने नाजुक है।	non-humor	Keshu,u152a
Scene_4	155a	0:08:34.330000	0:00:00.528000	आउच!	non-humor	Chanchal,u154
Scene_4	155b	0:08:34.908000	0:00:02.062000	आई एम सो सॉरी।	non-humor	Keshu,u155a
Scene_4	156	0:08:48.010000	0:00:02.200000	दुसरा नाजुक हांथ।	non-humor	Keshu,u155a
Scene_4	157	0:08:55.130000	0:00:01.960000	सॉरी। सॉरी, डार्लिंग।	humor	Keshu,u155a
Scene_4	158a	0:09:03.290000	0:00:00.372000	सेल्फी?	non-humor	Keshu,u155a
Scene_4	158b	0:09:03.712000	0:00:00.818000	या।	non-humor	Chanchal,u158a
Scene_4	159	0:09:04.610000	0:00:02.920000	अरे ए गए मेरे कंगन पिंकी गए।	humor	Koki,u158b
Scene_4	160	0:09:07.610000	0:00:03.040000	तुम्हारी तीर्थ यात्रा मुझे बहुत महंगी पड़ गई।	humor	Koki,u158b
Scene_4	161	0:09:14.770000	0:00:01.360000	दोनो कंगन दोनो कंगन।	non-humor	Keshu,u158b
Scene_4	162	0:09:17.570000	0:00:01.480000	9 बज गए! बाय	humor	Keshu,u158b
Scene_4	163	0:09:20.130000	0:00:02	केशू! केशू!	non-humor	Koki,u162
Scene_4	164	0:09:24.290000	0:00:01.840000	तीसरी लड़की कहाँ आएगी?	non-humor	Pinki,u-
Scene_4	165	0:09:26.210000	0:00:01	मेरे घर।	humor	Koki,u164
						
Scene_5	166	0:09:32.450000	0:00:02.560000	आओ! अन्दर आओ!	humor	Keshu,u-
Scene_5	167	0:09:37.370000	0:00:01.640000	लेट मी शो यू माई बेड रूम।	non-humor	Keshu,u160
Scene_5	168	0:09:39.450000	0:00:04.040000	बैठो। सो, हाउ यू फीलिंग ?	humor	Keshu,u160
Scene_5	169	0:09:44.210000	0:00:02.080000	आपका घर तो बहुत अच्छा है।	non-humor	Chameli,u168
Scene_5	170	0:09:46.370000	0:00:02.160000	और स्पेशलि आपका बेडरूम!	humor	Chameli,u168
Scene_5	171	0:09:49.410000	0:00:00.960000	है ना?	non-humor	Keshu,u170
Scene_5	172	0:09:50.650000	0:00:06.160000	कल से, ये बहुत अच्छा घर, ये स्पेशल बेडरूम सब तुम्हारा हो जाएगा।	humor	Keshu,u170
Scene_5	174	0:09:58.010000	0:00:00.920000	वो कैसे?	non-humor	Chameli,u172
Scene_5	175	0:09:59.010000	0:00:02.400000	मैं तुमसे शादी जो करूंगा मेरी जान।	humor	Keshu,u174
Scene_5	176	0:10:02.610000	0:00:01	ये देखो।	non-humor	Keshu,u174
Scene_5	177	0:10:06.170000	0:00:01.040000	मंगल सूत्र?	non-humor	Chameli,u176
Scene_5	178	0:10:07.370000	0:00:01.360000	कोकी का है।	humor	Keshu,u177
Scene_5	179	0:10:09.210000	0:00:08.120000	कल से, ये मंगल सूत्र, बहुत अच्छा घर, स्पेशल बेडरुम और मैं सब तुम्हारा है।	humor	Keshu,u177
Scene_5	181	0:10:18.210000	0:00:01	कल से क्यों?	humor	Keshu,u177
Scene_5	182	0:10:19.770000	0:00:03.880000	आज ही मैं मेरे हांथों से तुम्हें यह मंगलसूत्र पहना देता हूं।	humor	Keshu,u177
Scene_5	183	0:10:23.730000	0:00:01.920000	केशू!	non-humor	Koki,u182
Scene_5	184	0:10:26.730000	0:00:04.360000	कोकी की बच्ची! अब तीर्थ य़ात्रा पर जाओगी?	humor	Keshu,u183
Scene_5	185a	0:10:33.010000	0:00:02.856000	कभी नहीँ! सॉरी, केशू!	humor	Koki,u184
Scene_5	185b	0:10:35.916000	0:00:01.854000	सॉरी?	humor	Keshu,u185a
Scene_5	186a	0:10:44.730000	0:00:00.933333	केशू!	humor	Koki,u185b
Scene_5	186b	0:10:45.713333	0:00:01.816667	मेरी कोकड़ी!	humor	Keshu,u186a
Scene_5	187	0:10:47.730000	0:00:01.640000	मेरे चकूलि!	humor	Keshu,u186a
						
Scene_6	188	0:11:03.020000	0:00:02.440000	एयर इज़ अ मिक्सचर ऑफ गैसेज़।	non-humor	Chintu,u-
Scene_6	189	0:11:05.860000	0:00:02.200000	एयर इज़ अ मिक्सचर ऑफ गैसेज़।	non-humor	Chintu,u-
Scene_6	190	0:11:08.380000	0:00:02.760000	CO2 इज़ इक्वल टू कार्बन डाइऑक्साइड।	non-humor	Chintu,u-
Scene_6	191a	0:11:12.060000	0:00:00.588000	चिंटू बेटा!	humor	Keshu,u-
Scene_6	191b	0:11:12.698000	0:00:01.322000	बोलो, पापा!	humor	Chintu,u191a
Scene_6	192	0:11:15.860000	0:00:02.080000	पापा से ठीक से बात नहीं कर सकते?	non-humor	Keshu,u191b
Scene_6	193	0:11:18.460000	0:00:01.920000	बेटे से ठीक से बात नहीं कर सकते?	humor	Chintu,u192
Scene_6	194a	0:11:22.580000	0:00:00.936000	चिंटू बेटा।	humor	Keshu,u193
Scene_6	194b	0:11:23.566000	0:00:02.134000	बोलो, पापा।	humor	Chintu,u194a
Scene_6	195	0:11:25.780000	0:00:00.960000	मम्मी कहाँ हैं?	non-humor	Keshu,u194b
Scene_6	196	0:11:26.820000	0:00:02.120000	मम्मी वो तो पुलिस स्टेशन गई हैं।	non-humor	Chintu,u195
Scene_6	197	0:11:29.020000	0:00:01.520000	पुलिस स्टेशन? किसके साथ?	non-humor	Keshu,u196
Scene_6	198	0:11:30.900000	0:00:01.960000	बड़ बड़ आंटी के साथ।	humor	Chintu,u197
Scene_6	199	0:11:34.180000	0:00:03.480000	पिंकी! जरुर मेरी कम्प्लेंट करने गई होगी।	non-humor	Keshu,u198
Scene_6	200	0:11:37.740000	0:00:03.720000	अकु बाई केशू, तुम आ गए! ये लो मिठाई खाओ।	non-humor	Koki,u-
Scene_6	201a	0:11:42.740000	0:00:01.791111	कब आ रही है पुलिस मुझे गिरफ्तार करने?	humor	Keshu,u200
Scene_6	201b	0:11:44.581111	0:00:00.758889	हैं?	non-humor	Koki,u201a
Scene_6	202	0:11:45.540000	0:00:02.840000	ये मत भूलो मेरे पास भी ढ़ेर सारे सबूत हैं समझी ना।	non-humor	Keshu,u201b
Scene_6	203	0:11:49.060000	0:00:02.800000	तुम बोल रहे हो? पुलिस क्यों करेगी तुम्हें गिरफ्तार ?	non-humor	Koki,u202
Scene_6	204	0:11:51.940000	0:00:02.760000	क्यों? वो पिंकी के साथ तुम जो पुलिस स्टेशन गई थी।	non-humor	Keshu,u203
Scene_6	205	0:11:55.340000	0:00:02.240000	वो तुम्हारी कम्प्लेंट लेकर  नहीं गई थी!	non-humor	Koki,u204
Scene_6	206	0:11:57.660000	0:00:02.800000	और वैसे भी, पुलिस तुम्हारा कुछ नहीं कर सकती।	humor	Koki,u204
Scene_6	207	0:12:01.620000	0:00:03.760000	ठीक है ठीक है? फिर, तुम पुलिस स्टेशन क्यों गई थी, मेरी सोनू?	non-humor	Keshu,u206
Scene_6	208a	0:12:06.740000	0:00:01.949333	अरे वो नुक्कड़ के शीन्ति नगर के झोपड़ पट्टी है ना?	non-humor	Koki,u207
Scene_6	208b	0:12:08.739333	0:00:00.720667	हाँ।	non-humor	Keshu,u208a
Scene_6	209	0:12:09.580000	0:00:01.560000	हम सारी औरते वहां गईं थी	humor	Koki,u208b
Scene_6	210	0:12:11.220000	0:00:01.280000	बस उसी को हटाने की मांग लेकर।	non-humor	Koki,u208b
Scene_6	211	0:12:12.580000	0:00:03.280000	रहने दो रहने दो, पुलिस स्टेशन हट जाएगा, झोपड पट्टी नहीं हटेगी।	humor	Keshu,u210
Scene_6	213	0:12:15.940000	0:00:02.520000	अरे! इंस्पेक्टर ने हमें आश्वासन दिया है।	non-humor	Koki,u211
Scene_6	214	0:12:18.540000	0:00:00.880000	बरोबर है!	non-humor	Keshu,u213
Scene_6	215	0:12:19.500000	0:00:03.160000	आश्वासन देने के लिए ही होता है पूरा करने के लिए नहीं।	humor	Keshu,u213
Scene_6	216	0:12:23.220000	0:00:04.040000	अरे ओ, केशव धोंडोबा कुलकर्णी	humor	Koki,u215
Scene_6	217	0:12:27.700000	0:00:02.600000	तुम औरतों की ताकत नहीं जानते!	humor	Koki,u215
Scene_6	218	0:12:30.500000	0:00:04.120000	देखना कल शाम तक झोपड़ पट्टी हटेगी मतलब हटेगी!	humor	Koki,u215
Scene_6	219	0:12:34.700000	0:00:02.040000	नहीं हटेगी नहीं हटेगी!	non-humor	Pinki,u218
Scene_6	220	0:12:36.900000	0:00:02.080000	झोपड़ पट्टी नहीं हटेगी! नहीं हटेगी!	humor	Pinki,u218
Scene_6	221	0:12:39.060000	0:00:02.920000	क्या? अरे ये क्या बोल रही हो?	non-humor	Koki,u220
